x,y
0.0,10.243692751085012
0.5263157894736842,7.307042381393301
1.0526315789473684,6.997446793693725
1.5789473684210527,13.48698697981403
2.1052631578947367,14.7834877751495
2.631578947368421,18.12513164568382
3.1578947368421053,17.624335680365146
3.6842105263157894,15.715517686024592
4.2105263157894735,18.28810867032099
4.7368421052631575,16.674683471384355
5.263157894736842,22.952979601738537
5.789473684210526,22.83368379633314
6.315789473684211,22.423610027870577
6.842105263157895,26.57413550545514
7.368421052631579,27.833903595297702
7.894736842105263,31.576682519462125
8.421052631578947,34.474212670944596
8.947368421052632,33.30126648260131
9.473684210526315,38.267223012784555
10.0,37.592820198498934
